date,flow_almadale_mean,flow_almadale_max,flow_almadale_min,rain_rangiwahia_total,rain_cheltenham_total,rain_halcombe_total,rain_mangaone_valley_total,rain_rangiwahia_maxhr,rain_cheltenham_maxhr,rain_halcombe_maxhr,rain_mangaone_valley_maxhr,wt_almadale_mean,wt_almadale_max,wt_almadale_min,flow_almadale_mean_lag1,flow_almadale_max_lag1,flow_almadale_min_lag1,rain_rangiwahia_total_lag1,rain_cheltenham_total_lag1,rain_halcombe_total_lag1,rain_mangaone_valley_total_lag1,rain_rangiwahia_maxhr_lag1,rain_cheltenham_maxhr_lag1,rain_halcombe_maxhr_lag1,rain_mangaone_valley_maxhr_lag1,wt_almadale_mean_lag1,wt_almadale_max_lag1,wt_almadale_min_lag1,flow_almadale_mean_lag2,flow_almadale_max_lag2,flow_almadale_min_lag2,rain_rangiwahia_total_lag2,rain_cheltenham_total_lag2,rain_halcombe_total_lag2,rain_mangaone_valley_total_lag2,rain_rangiwahia_maxhr_lag2,rain_cheltenham_maxhr_lag2,rain_halcombe_maxhr_lag2,rain_mangaone_valley_maxhr_lag2,wt_almadale_mean_lag2,wt_almadale_max_lag2,wt_almadale_min_lag2,flow_almadale_mean_lag3,flow_almadale_max_lag3,flow_almadale_min_lag3,rain_rangiwahia_total_lag3,rain_cheltenham_total_lag3,rain_halcombe_total_lag3,rain_mangaone_valley_total_lag3,rain_rangiwahia_maxhr_lag3,rain_cheltenham_maxhr_lag3,rain_halcombe_maxhr_lag3,rain_mangaone_valley_maxhr_lag3,wt_almadale_mean_lag3,wt_almadale_max_lag3,wt_almadale_min_lag3,rain_heavy_count_7d,flow_high_count_7d,ecoli_cfu,label
2018-01-29,101471.7,1217.67,1110.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.15,30.0,21.2,108407.03,1317.24,1174.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.64,28.8,21.1,120231.91,1487.03,1277.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.73,28.8,21.9,135577.41,1672.09,1443.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.64,26.1,19.8,0.0,0.0,275.0000000000001,0.0
2018-02-04,126649.34,1753.7,1184.97,0.47,0.6,0.0,0.0,0.0,0.0,0.0,0.0,19.2,21.5,17.0,94561.55,1593.13,1029.99,2.36,0.0,1.04,1.04,0.5,0.5,0.0,0.0,21.56,23.8,19.8,84183.67,1059.95,942.83,5.68,2.99,9.37,6.74,4.17,0.0,1.0,0.93,22.45,24.5,20.9,86031.49,1049.91,952.32,0.0,0.0,0.0,0.0,1.83,1.5,5.25,3.78,25.53,30.1,22.1,0.0,0.0,72.99999999999999,0.0
2018-02-13,232817.86,4998.47,1704.41,15.68,0.6,0.52,2.08,6.71,0.0,0.0,0.5,23.77,27.2,20.8,155325.32,2069.43,1688.2,4.18,5.37,6.77,8.82,5.01,0.5,0.5,1.0,21.28,22.6,19.7,110518.23,2050.99,1131.82,3.78,0.6,3.13,1.56,1.0,1.0,3.5,2.57,20.87,22.2,19.5,100705.5,1217.67,1100.67,4.73,0.0,0.52,0.0,0.97,0.5,1.0,0.5,19.85,22.9,16.9,0.0,0.0,798.0000000000002,1.0
2018-02-15,329262.31,4965.66,2898.43,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.09,22.0,20.2,272111.98,4965.66,2220.78,8.51,0.0,0.0,0.52,1.0,0.0,0.0,0.0,22.99,24.3,21.7,232817.86,4998.47,1704.41,15.68,0.6,0.52,2.08,6.71,0.0,0.0,0.5,23.77,27.2,20.8,155325.32,2069.43,1688.2,4.18,5.37,6.77,8.82,5.01,0.5,0.5,1.0,21.28,22.6,19.7,0.0,0.0,419.99999999999994,0.0
2018-02-19,124067.04,1531.87,1372.14,0.47,0.0,0.0,0.0,4.0,0.0,0.5,0.0,22.42,25.0,20.1,133582.43,1688.2,1414.43,6.62,0.0,0.0,0.0,0.5,0.0,0.0,0.0,21.44,23.7,19.0,167955.38,2279.29,1640.18,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,21.68,24.2,19.8,253733.16,3480.5,2240.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.62,25.3,18.6,0.0,0.0,173.00000000000006,0.0
2018-02-25,102395.15,1264.04,1090.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.22,23.8,17.2,113991.71,1457.67,1239.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.07,22.8,15.4,113715.8,1428.74,1239.81,4.73,3.15,3.23,5.3,0.0,0.0,0.0,0.0,20.09,23.6,17.7,137030.84,1855.13,1317.24,0.0,0.52,0.0,3.79,4.76,1.54,1.14,2.5,21.44,24.1,19.2,0.0,0.0,10.000000000000002,0.0
2018-03-06,79219.37,952.32,896.04,0.0,0.0,0.0,0.0,2.68,11.0,9.08,25.19,21.75,25.5,18.4,81235.57,981.08,896.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,26.3,18.6,87361.99,1059.95,952.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.97,25.4,19.1,93660.12,1131.82,1029.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.95,23.2,18.8,0.0,0.0,216.00000000000006,0.0
2018-03-12,411373.82,5922.39,3905.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.91,20.2,13.6,677377.43,10908.67,5888.05,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.05,18.9,13.8,1375350.68,31722.41,10481.72,4.26,1.57,0.54,1.51,0.5,0.0,0.0,0.0,14.89,16.0,14.0,3211557.11,64454.05,1142.32,16.28,28.32,13.46,52.23,1.64,1.0,0.5,2.0,15.79,18.2,14.6,2.0,1.0,202.99999999999997,0.0
2018-03-15,211008.47,2634.42,2282.78,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.54,20.1,15.3,246190.27,3068.13,2613.88,0.47,0.52,3.23,5.3,0.5,0.0,0.0,0.0,17.81,20.1,16.1,297844.16,3905.99,3045.4,0.0,0.0,0.0,0.0,0.5,0.5,2.5,2.37,17.0,19.1,14.6,411373.82,5922.39,3905.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.91,20.2,13.6,1.0,1.0,230.00000000000006,0.0
2018-03-18,310514.84,4699.22,2282.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.14,19.0,15.7,188640.26,2319.0,2090.09,8.99,6.3,10.24,7.57,0.0,0.0,0.5,0.0,17.71,20.1,16.1,191336.28,2300.84,2107.15,1.89,0.0,0.0,0.0,1.14,2.0,3.5,1.72,17.39,19.3,16.1,211008.47,2634.42,2282.78,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.54,20.1,15.3,0.0,0.0,97.0,0.0
2018-03-27,204607.68,2573.14,2193.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.15,21.0,15.7,240621.0,2977.88,2552.93,0.47,0.0,0.54,0.76,0.0,0.0,0.0,0.0,17.98,20.1,16.0,293880.5,4013.13,2933.41,0.95,5.24,31.24,5.3,0.5,0.0,0.5,0.5,17.29,18.8,15.6,291240.74,4095.24,2867.53,0.0,0.52,0.54,0.0,0.5,2.0,10.0,2.0,17.44,20.1,15.4,1.0,0.0,121.00000000000003,0.0
2018-04-05,160446.07,1908.42,1783.22,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.59,20.1,16.2,166723.33,2006.14,1829.48,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,17.1,19.3,15.5,190808.67,2552.93,1956.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.77,18.1,15.7,181609.16,2675.82,1860.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.53,20.1,15.2,0.0,0.0,52.00000000000001,0.0
2018-04-08,139561.55,1663.85,1564.18,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.41,18.7,15.0,145749.52,1737.77,1620.59,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,16.87,19.2,14.9,154642.45,1860.78,1707.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.79,21.1,15.6,160446.07,1908.42,1783.22,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.59,20.1,16.2,0.0,0.0,836.0000000000001,1.0
2018-04-12,1886986.01,35982.47,10741.99,16.08,3.67,1.62,1.52,2.29,1.0,1.5,1.5,9.94,11.0,9.1,593705.77,36066.58,1592.2,52.02,60.29,84.56,7.57,2.87,1.0,1.0,0.5,13.51,15.8,11.0,136000.84,1620.59,1550.31,5.2,2.1,2.69,2.27,7.26,7.35,22.91,2.0,15.67,17.7,14.1,135428.0,1606.35,1536.52,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.5,14.84,17.3,12.2,2.0,0.0,669.9999999999999,1.0
2018-04-17,1159267.36,40810.19,6487.6,19.39,24.64,18.31,16.24,1.01,3.0,0.5,1.0,14.16,15.5,12.6,733170.6,10081.52,6893.44,0.0,0.0,0.0,0.0,10.11,8.5,8.06,7.97,13.05,14.8,11.1,1146638.41,16361.31,10081.52,0.95,3.15,2.16,2.17,0.0,0.0,0.0,0.0,11.76,13.3,10.6,1864876.64,48651.52,7120.73,14.16,1.57,3.77,4.87,0.5,1.41,1.0,1.5,10.79,11.9,9.5,3.0,2.0,563.0000000000001,1.0
2018-04-23,876576.93,14554.86,8153.99,11.82,2.37,0.0,0.0,0.5,0.0,0.0,0.0,12.92,14.4,11.7,900461.12,11825.89,9089.64,0.95,1.83,2.62,1.08,7.26,2.26,1.0,0.5,12.91,14.4,11.8,1021268.72,12440.82,11276.92,2.37,1.05,2.09,0.54,0.5,1.0,1.0,0.5,12.72,14.2,11.7,1375082.96,23141.28,11927.22,8.04,0.0,0.52,0.0,1.5,0.5,1.0,0.48,11.44,12.8,10.1,1.0,0.0,62.99999999999999,0.0
2018-05-17,300641.24,3595.81,3301.41,5.2,0.0,1.57,0.0,2.0,0.5,0.0,0.95,13.4,14.6,12.1,327489.03,4319.28,3520.73,3.79,2.1,1.57,2.17,2.81,0.5,1.0,0.0,13.04,13.9,12.2,535455.13,9399.14,4262.57,0.0,0.0,0.0,0.0,2.4,1.0,0.5,1.0,13.68,14.6,12.9,319052.93,6633.55,2977.88,8.04,18.35,16.76,21.66,0.0,0.0,0.0,0.0,13.24,14.8,11.8,0.0,0.0,249.9999999999999,0.0
2018-06-14,7780231.73,271118.08,43302.36,17.99,7.34,7.86,4.92,1.5,0.5,0.0,0.5,9.65,10.2,9.2,15072792.84,385995.0,16204.28,83.17,15.73,8.91,38.12,5.47,1.4,1.44,1.0,8.7,9.4,7.9,1424410.23,17268.32,15967.66,22.87,1.57,0.0,0.61,8.56,2.0,2.94,5.06,7.34,8.4,6.1,1567697.37,19226.54,17072.08,0.0,0.0,0.0,0.0,3.63,0.5,0.0,0.0,7.18,8.2,6.4,1.0,5.0,190.0,0.0
2018-07-12,1057629.83,13666.71,11429.98,5.42,2.7,0.52,0.62,4.25,4.11,0.5,0.32,7.41,8.3,6.4,1392683.13,18299.63,13666.71,9.47,2.69,5.68,7.38,1.25,1.0,0.5,0.5,7.72,8.3,7.2,1364721.86,24093.51,8585.1,12.31,14.54,13.42,14.14,2.5,0.6,2.56,2.5,9.18,9.8,8.1,735903.37,11926.2,6407.14,6.16,10.23,9.8,11.07,4.0,8.25,4.84,6.48,9.52,10.2,8.9,0.0,0.0,85.99999999999997,0.0
2018-08-16,1157327.32,33475.34,6499.0,20.53,5.39,3.1,5.53,0.5,0.5,1.17,0.5,9.72,10.4,8.6,588768.84,7033.88,6591.62,6.04,6.46,13.93,9.22,4.0,1.0,0.96,1.0,9.11,10.5,7.9,635066.87,7864.67,6874.04,0.0,0.0,0.0,0.0,1.92,1.0,3.45,2.5,7.93,9.3,6.4,726218.0,9154.16,7762.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,9.5,6.6,0.0,0.0,289.99999999999994,0.0
2018-09-13,1099923.28,13834.51,11712.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.29,9.6,6.7,1318233.59,16639.22,13609.34,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,8.04,9.2,6.6,1657786.75,23089.44,16341.57,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,7.87,9.6,6.1,2452807.53,38147.14,22491.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.48,8.2,6.4,0.0,6.0,24.999999999999996,0.0
2018-10-11,311815.36,3721.26,3487.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,15.5,12.1,329423.26,3986.92,3656.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.93,16.6,11.7,361209.63,4334.23,3919.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.87,17.6,10.4,377468.93,4526.37,4263.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.58,16.3,13.1,0.0,0.0,12.0,0.0
2018-11-11,286224.88,4429.7,2736.12,1.35,0.53,0.52,0.0,0.0,0.0,0.0,0.0,17.24,21.4,14.5,248083.65,2968.5,2785.2,13.48,2.12,1.54,1.51,2.76,0.5,0.5,0.0,17.44,18.3,15.6,262654.25,3192.38,2901.22,0.0,0.0,0.0,0.0,5.31,1.0,1.0,0.5,19.24,22.0,17.0,292432.63,3678.03,3157.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.19,22.1,14.7,0.0,0.0,85.00000000000001,0.0
2018-11-15,234382.43,2934.77,2575.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.82,24.5,15.7,269354.69,3334.43,2719.84,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.72,23.1,14.7,244412.55,2968.5,2703.6,7.19,0.0,0.52,0.5,0.5,0.0,0.0,0.0,18.46,22.0,15.6,285147.16,3986.92,2968.5,0.0,0.0,0.0,0.0,7.0,0.0,0.5,0.5,16.96,19.9,14.3,0.0,0.0,209.99999999999994,0.0
2018-11-20,322505.19,5920.9,2219.09,3.14,0.53,0.52,1.84,2.79,0.8,2.0,4.37,14.54,15.7,13.5,190472.63,2279.69,2159.02,8.98,0.0,0.0,0.0,1.24,0.5,0.5,1.0,17.22,19.2,14.8,198382.39,2387.05,2219.09,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,19.17,22.9,16.0,210304.62,2511.86,2325.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.13,23.3,16.0,0.0,0.0,108.00000000000003,0.0
2018-11-25,275887.54,3425.0,3002.41,0.0,0.53,0.0,0.0,2.46,2.0,3.16,2.27,17.51,19.7,15.6,334976.94,4429.7,3388.6,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,16.71,20.9,13.0,452407.81,5836.32,4429.7,1.35,0.53,0.52,0.46,0.0,0.0,0.0,0.0,14.46,15.7,13.2,456990.09,7053.48,4077.88,6.74,2.65,2.06,4.13,1.0,0.5,0.5,0.5,15.42,17.7,13.1,0.0,0.0,52.00000000000001,0.0
2018-12-03,858648.71,12303.78,7863.09,1.8,9.53,12.87,0.46,6.09,0.76,2.4,1.0,16.69,18.7,14.6,761914.72,11231.88,7614.19,0.0,1.59,2.06,1.38,0.5,6.15,5.22,0.5,16.1,17.3,15.0,914303.93,12168.28,8436.47,0.0,0.53,0.0,0.0,0.0,0.5,1.0,1.0,16.22,18.8,14.2,1555317.84,25216.52,11898.58,1.12,0.0,0.0,0.0,0.0,0.5,0.0,0.0,15.01,17.1,12.7,0.0,4.0,74.99999999999997,0.0
2018-12-09,440731.57,5718.92,4563.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.48,21.7,13.5,577630.17,7684.87,5659.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.04,17.7,12.4,612347.06,8164.37,6242.32,6.29,1.06,4.12,1.84,0.0,0.0,0.0,0.0,15.39,16.9,14.2,610610.75,8202.83,6305.83,13.92,3.18,2.57,1.38,2.81,0.5,3.0,0.5,16.72,19.1,14.7,0.0,0.0,62.99999999999999,0.0
2018-12-13,521579.54,14246.17,3829.53,25.61,0.0,12.87,2.3,2.5,1.0,4.11,0.5,18.66,20.6,17.3,281655.32,3829.53,3078.44,13.92,9.53,2.58,13.3,5.01,0.0,8.45,1.5,18.57,20.4,16.7,314990.12,3951.14,3341.21,0.0,0.0,0.0,0.0,12.53,6.83,1.02,13.0,20.03,24.1,16.7,365716.07,4616.6,3902.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.29,24.7,16.4,1.0,0.0,5200.000000000001,1.0
2018-12-17,615447.35,7899.0,6179.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.11,23.7,16.5,819714.8,12758.57,7300.46,0.0,0.0,3.09,0.0,0.0,0.0,0.0,0.0,18.37,22.3,14.7,983102.86,13916.56,9125.35,13.03,1.59,1.03,6.43,0.0,0.0,2.5,0.0,17.5,19.7,16.0,1314675.52,23084.81,10120.6,5.39,2.65,5.15,1.84,11.34,0.63,0.5,4.41,17.24,19.4,15.4,2.0,0.0,131.99999999999997,0.0
2018-12-23,684396.1,13542.73,3569.23,0.9,12.18,5.15,9.63,0.0,0.0,0.0,0.0,18.77,21.5,16.5,323022.72,3975.7,3546.06,16.17,1.59,0.0,0.46,0.5,8.14,4.0,4.2,18.67,21.2,16.7,349234.49,4328.28,3781.46,6.29,0.53,0.0,6.88,4.99,0.5,0.0,0.5,18.24,19.6,17.1,349027.91,4302.56,3877.93,2.25,9.0,6.69,4.59,3.09,0.3,0.5,7.23,19.35,20.9,17.8,0.0,0.0,122.00000000000003,0.0
2018-12-31,460719.86,5778.82,4859.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.73,20.6,15.5,564024.73,7439.02,5629.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.03,19.6,16.9,772267.11,10924.46,7300.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.91,22.4,15.6,1313169.38,23642.4,10749.85,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,20.8,15.0,2.0,2.0,62.00000000000001,0.0
2019-01-06,222687.7,2706.47,2398.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.37,26.0,17.3,246909.4,3057.08,2647.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,23.9,17.9,277883.85,3386.16,2951.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.46,23.4,18.7,302542.3,3757.55,3274.41,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.95,23.3,19.2,0.0,0.0,119.99999999999997,0.0
2019-01-14,141084.45,1877.72,1513.94,8.53,1.06,1.03,3.21,5.35,2.0,2.89,2.0,22.04,25.5,19.6,141195.12,1720.44,1513.94,0.0,0.0,0.0,0.0,3.35,0.5,0.5,2.5,22.13,26.5,18.2,156829.29,1942.92,1659.81,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.51,26.2,19.7,158612.24,1893.9,1798.06,1.8,0.0,0.0,0.0,0.5,0.0,0.0,0.0,21.47,23.8,19.7,0.0,0.0,171.00000000000009,0.0
2019-01-17,2090582.02,46111.48,16818.22,6.72,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15.0,16.5,13.7,1613683.63,48464.52,2726.44,39.42,0.0,0.0,0.0,1.46,0.0,0.0,0.0,16.97,19.2,14.3,197143.13,2847.96,1845.61,13.92,6.88,9.26,4.13,3.95,0.0,0.0,0.0,20.57,22.7,18.7,141084.45,1877.72,1513.94,8.53,1.06,1.03,3.21,5.35,2.0,2.89,2.0,22.04,25.5,19.6,0.0,1.0,299.99999999999994,0.0
2019-01-20,505371.31,6760.21,5138.02,0.0,0.0,0.0,0.0,3.16,2.9,2.0,2.73,21.35,24.8,18.7,721296.78,10968.23,6661.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.94,22.4,18.0,1346036.01,19525.21,10880.73,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.26,21.9,15.3,2090582.02,46111.48,16818.22,6.72,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15.0,16.5,13.7,0.0,2.0,108.00000000000003,0.0
2019-01-28,244971.55,2909.83,2766.62,1.79,0.0,0.52,3.36,0.49,0.5,0.0,0.0,19.03,19.8,18.0,262627.23,3252.31,2847.96,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.5,20.02,23.0,17.7,316699.45,4302.56,3186.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.25,24.6,16.3,301309.99,4354.08,3252.31,12.11,0.0,0.0,0.42,0.0,0.0,0.0,0.0,20.77,24.1,17.8,1.0,0.0,98.00000000000004,0.0
2019-02-03,177704.93,2128.93,1959.42,2.69,4.22,3.11,1.26,0.0,0.0,0.0,0.0,21.26,24.5,16.9,183521.79,2199.01,2026.24,0.0,0.0,0.0,0.0,1.26,1.92,1.77,1.0,22.5,25.2,20.8,193263.38,2343.09,2128.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.82,28.4,20.3,204957.52,2492.39,2252.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.27,25.2,21.7,0.0,0.0,74.99999999999997,0.0
2019-02-11,147453.19,1782.37,1615.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,22.8,17.2,163142.98,2009.41,1720.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,24.8,16.6,192108.2,2588.39,1942.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.61,23.3,16.5,186924.75,2706.47,1926.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85,22.8,15.5,0.0,0.0,144.99999999999997,0.0
2019-02-14,128027.2,1556.85,1403.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.81,26.0,18.9,131275.93,1571.31,1457.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.68,24.1,18.0,138037.37,1659.81,1499.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.49,26.3,17.4,147453.19,1782.37,1615.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,22.8,17.2,0.0,0.0,149.99999999999997,0.0
2019-02-19,105459.98,1271.91,1172.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.86,23.2,17.8,108929.57,1323.42,1184.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.43,24.4,15.4,113445.42,1376.22,1259.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.24,23.1,16.5,114816.67,1376.22,1284.67,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,20.82,22.4,18.6,0.0,0.0,184.99999999999991,0.0
2019-02-25,264309.57,4074.8,2607.87,17.92,16.34,16.05,22.7,1.0,0.0,0.0,0.0,18.09,20.1,16.4,200926.73,4124.84,1829.68,12.09,0.53,0.0,0.0,2.53,3.12,3.53,8.42,20.46,22.4,18.6,186435.44,3078.44,1113.54,5.82,1.05,0.0,0.84,9.62,0.5,0.0,0.5,20.39,21.3,19.1,98675.4,1197.11,1101.93,20.16,0.0,0.0,0.0,3.0,1.0,0.0,0.5,20.38,23.1,18.0,1.0,0.0,384.0,0.0
2019-03-03,136134.44,1659.81,1485.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.61,19.6,14.0,156417.07,1926.5,1644.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.96,21.2,13.1,180204.67,2324.8,1861.63,1.79,2.11,0.0,0.0,0.0,0.0,0.0,0.0,17.8,21.1,15.6,236070.47,3274.41,2270.4,0.0,0.53,1.04,0.0,1.0,1.07,1.0,0.0,17.16,19.7,14.8,0.0,0.0,85.99999999999997,0.0
2019-03-11,159853.99,2146.33,1674.85,2.52,0.0,0.0,0.84,0.0,0.0,0.0,0.0,19.39,22.0,17.3,162718.5,2094.37,1556.85,0.23,1.97,2.59,1.68,2.98,0.0,0.0,0.5,19.57,23.0,16.7,107075.97,1571.31,1137.01,6.64,19.11,24.33,11.77,1.5,2.63,3.0,3.42,19.42,20.8,18.4,104049.43,1271.91,1148.87,0.0,0.0,0.0,0.0,3.5,4.0,5.16,3.58,20.2,23.9,17.0,0.0,0.0,1295.9999999999998,1.0
2019-03-14,174792.31,2252.43,1877.72,7.1,2.11,0.52,0.84,2.54,2.05,0.8,1.5,19.96,21.5,18.5,244731.77,3781.46,2216.74,0.0,0.0,0.0,0.0,6.19,0.88,0.5,1.0,19.19,21.9,16.9,442617.22,7684.87,1689.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.08,19.7,16.0,159853.99,2146.33,1674.85,2.52,0.0,0.0,0.84,0.0,0.0,0.0,0.0,19.39,22.0,17.3,0.0,0.0,1200.0,1.0
2019-03-17,238559.49,3296.6,2324.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.51,22.7,18.9,362165.63,4887.33,3296.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.18,22.4,18.5,307569.12,5482.61,1877.72,2.98,3.69,1.55,3.36,0.0,0.0,0.0,0.2,20.19,22.0,19.1,174792.31,2252.43,1877.72,7.1,2.11,0.52,0.84,2.54,2.05,0.8,1.5,19.96,21.5,18.5,0.0,0.0,74.99999999999997,0.0
2019-03-25,108774.96,1310.42,1184.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,18.89,21.3,16.9,111261.43,1336.5,1234.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.88,22.8,17.8,115715.95,1389.63,1284.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.29,22.3,16.6,121632.87,1457.87,1323.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.44,23.0,16.5,0.0,0.0,202.99999999999997,0.0
2019-03-31,109697.75,1362.9,1078.95,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,18.25,21.2,15.6,95695.32,1172.83,1056.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.94,21.0,15.6,98551.0,1172.83,1090.4,0.23,0.0,0.52,0.0,0.0,0.0,0.0,0.0,18.04,20.3,16.2,96464.93,1148.87,1090.4,1.6,1.58,3.11,0.97,0.5,0.0,0.5,0.0,18.31,21.4,17.0,0.0,0.0,327.0,0.0
2019-04-09,151047.43,1829.68,1689.96,2.52,0.0,0.0,0.97,0.0,0.0,0.0,2.5,14.19,15.5,13.1,156055.43,1877.72,1720.44,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.82,13.62,16.0,11.4,143325.94,1751.24,1585.86,0.92,0.53,0.0,0.49,0.0,0.0,0.0,0.0,13.7,14.7,12.8,162232.3,2111.61,1705.16,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,14.49,15.8,13.0,0.0,0.0,417.0,0.0
2019-04-11,208546.04,2889.13,2077.22,1.83,0.0,0.0,0.0,3.5,4.04,2.51,5.15,15.73,17.5,14.1,263054.93,4149.98,1735.8,0.0,0.0,0.0,2.43,1.76,0.0,0.0,0.0,14.42,16.4,12.6,151047.43,1829.68,1689.96,2.52,0.0,0.0,0.97,0.0,0.0,0.0,2.5,14.19,15.5,13.1,156055.43,1877.72,1720.44,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.82,13.62,16.0,11.4,0.0,0.0,110.00000000000004,0.0
