date,flow_almadale_mean,flow_almadale_max,flow_almadale_min,rain_rangiwahia_total,rain_cheltenham_total,rain_halcombe_total,rain_mangaone_valley_total,rain_rangiwahia_maxhr,rain_cheltenham_maxhr,rain_halcombe_maxhr,rain_mangaone_valley_maxhr,wt_almadale_mean,wt_almadale_max,wt_almadale_min,flow_almadale_mean_lag1,flow_almadale_max_lag1,flow_almadale_min_lag1,rain_rangiwahia_total_lag1,rain_cheltenham_total_lag1,rain_halcombe_total_lag1,rain_mangaone_valley_total_lag1,rain_rangiwahia_maxhr_lag1,rain_cheltenham_maxhr_lag1,rain_halcombe_maxhr_lag1,rain_mangaone_valley_maxhr_lag1,wt_almadale_mean_lag1,wt_almadale_max_lag1,wt_almadale_min_lag1,flow_almadale_mean_lag2,flow_almadale_max_lag2,flow_almadale_min_lag2,rain_rangiwahia_total_lag2,rain_cheltenham_total_lag2,rain_halcombe_total_lag2,rain_mangaone_valley_total_lag2,rain_rangiwahia_maxhr_lag2,rain_cheltenham_maxhr_lag2,rain_halcombe_maxhr_lag2,rain_mangaone_valley_maxhr_lag2,wt_almadale_mean_lag2,wt_almadale_max_lag2,wt_almadale_min_lag2,flow_almadale_mean_lag3,flow_almadale_max_lag3,flow_almadale_min_lag3,rain_rangiwahia_total_lag3,rain_cheltenham_total_lag3,rain_halcombe_total_lag3,rain_mangaone_valley_total_lag3,rain_rangiwahia_maxhr_lag3,rain_cheltenham_maxhr_lag3,rain_halcombe_maxhr_lag3,rain_mangaone_valley_maxhr_lag3,wt_almadale_mean_lag3,wt_almadale_max_lag3,wt_almadale_min_lag3,rain_heavy_count_7d,flow_high_count_7d,ecoli_cfu,label
2019-04-14,807369.33,15089.92,6375.9,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.06,12.0,10.0,1896829.76,89496.97,2379.93,14.24,17.22,13.01,10.72,0.93,0.0,0.0,0.0,13.04,14.8,11.2,180493.1,2398.47,1976.0,6.15,12.31,15.99,12.66,9.97,6.83,5.44,2.5,15.2,16.1,14.5,208546.04,2889.13,2077.22,1.83,0.0,0.0,0.0,3.5,4.04,2.51,5.15,15.73,17.5,14.1,0.0,1.0,131.99999999999997,0.0
2019-04-23,172048.42,2126.62,1815.35,4.12,7.64,7.94,7.3,0.5,0.0,0.0,0.0,13.31,14.0,12.7,165132.52,1992.22,1815.35,0.0,0.0,0.0,0.0,1.76,1.5,2.11,1.84,13.66,15.0,12.6,175776.65,2126.62,1926.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.15,16.0,12.5,189192.51,2319.34,2058.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.57,15.0,10.0,0.0,0.0,10.000000000000002,0.0
2019-04-28,180490.34,2248.2,1943.08,0.0,0.0,0.0,0.0,3.31,1.0,0.5,1.0,14.46,16.6,12.5,189973.9,2265.87,2126.62,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.11,16.6,14.0,156265.61,2143.76,1753.31,0.46,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15.0,16.6,13.3,167363.28,2126.62,1799.73,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,14.78,17.0,13.1,0.0,0.0,95.99999999999999,0.0
2019-05-16,295165.12,4049.86,3008.09,1.6,1.64,1.99,1.95,2.0,0.0,0.5,0.5,11.96,13.5,10.7,559442.07,12134.72,4049.86,0.0,0.0,0.0,0.0,1.08,0.99,1.0,0.78,10.51,11.5,9.3,332200.93,15029.05,1877.16,6.87,9.83,8.44,7.3,0.0,0.0,0.0,0.0,13.39,14.1,11.3,163142.6,1954.19,1816.12,2.06,1.64,3.97,1.95,3.41,1.5,2.13,2.5,13.29,14.3,12.0,0.0,0.0,119.99999999999997,0.0
2019-06-13,610129.92,7694.3,6622.67,1.18,3.82,5.07,2.44,6.0,5.16,11.14,10.35,10.17,10.6,9.6,706346.53,8622.28,7626.75,0.59,0.55,0.5,0.49,1.5,1.26,1.66,1.01,10.3,11.2,9.4,716040.91,9000.04,7864.67,2.96,0.55,0.0,0.0,0.5,0.5,0.5,0.5,9.52,10.5,8.6,1007510.25,15207.74,9000.04,0.0,0.0,0.0,0.0,0.62,0.5,0.0,0.0,8.16,8.8,7.1,0.0,0.0,1500.0,1.0
2019-07-18,1267336.05,22299.01,11879.78,16.39,17.76,10.36,10.06,1.78,0.5,0.5,0.5,8.36,9.0,7.9,1025327.52,13040.39,11155.17,3.25,6.46,7.76,6.35,4.84,3.0,3.0,3.5,8.53,9.5,7.9,1570934.42,34355.28,12958.23,1.48,0.0,1.55,0.53,3.5,1.62,2.29,2.49,8.26,9.1,7.5,1178285.21,34355.28,10174.2,13.01,23.13,16.57,18.53,1.5,0.0,0.5,0.5,8.86,9.3,8.6,1.0,1.0,369.9999999999999,0.0
2019-08-15,2177741.84,30656.99,21374.03,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.51,9.5,7.8,3223986.82,58486.39,24155.04,4.43,1.08,0.52,2.74,2.5,0.0,0.0,0.0,8.21,8.9,7.6,2361632.77,57660.23,19027.85,16.26,10.76,20.18,16.32,2.0,1.0,0.5,1.59,8.3,8.7,7.9,1218840.92,21052.63,10351.55,13.9,14.52,13.46,15.36,7.25,2.5,6.49,5.5,8.7,9.1,8.2,0.0,2.0,48.00000000000001,0.0
2019-09-19,1178729.43,19638.98,10174.2,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,10.13,12.5,7.6,780155.22,10280.37,8583.28,8.73,1.6,0.99,0.5,0.0,0.0,0.5,0.0,11.0,12.3,10.0,806502.2,9859.93,8826.09,0.0,0.0,0.0,0.0,3.0,1.0,0.5,0.5,10.71,12.4,9.3,947237.93,12232.9,9688.08,0.97,1.07,0.99,1.0,0.0,0.0,0.0,0.0,10.72,12.7,9.3,0.0,0.0,12.0,0.0
2019-10-17,5644597.42,132737.66,33256.54,12.61,22.39,0.0,3.51,1.0,0.0,0.0,0.0,9.48,10.6,8.4,2352508.44,122214.3,6835.0,18.43,0.53,0.0,3.01,2.0,10.18,0.0,1.0,11.45,12.9,8.9,623643.0,7504.01,6972.36,0.0,0.0,0.0,0.0,4.11,0.5,0.0,1.0,13.32,15.5,10.9,683327.37,8404.32,7419.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.94,16.8,11.4,1.0,1.0,289.99999999999994,0.0
2019-11-03,435547.15,5347.78,4725.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.36,18.5,12.6,484741.02,6059.22,5236.6,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.45,17.1,12.2,542824.98,6456.03,6007.03,2.91,1.6,0.99,0.34,0.71,0.0,0.0,0.0,14.22,17.8,11.3,556009.05,6835.0,6111.57,0.97,1.07,0.49,0.67,1.0,1.0,0.5,0.67,12.96,14.2,11.3,0.0,0.0,85.99999999999997,0.0
2019-11-11,261150.11,3554.62,2791.47,25.22,19.48,26.33,28.07,3.0,1.0,1.0,3.01,17.75,19.1,16.2,253396.12,3034.93,2851.31,0.0,0.0,0.0,0.0,6.26,6.78,12.81,5.23,19.17,21.7,16.7,271902.21,3311.0,3014.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,23.7,16.0,294963.3,3554.62,3267.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,22.5,15.2,1.0,0.0,2499.9999999999995,1.0
2019-11-14,314849.53,4021.05,3203.31,0.0,0.0,0.0,0.0,2.86,8.0,4.34,5.78,16.19,19.3,13.5,382893.85,5746.49,3854.35,0.97,1.02,0.0,0.0,0.0,0.0,0.0,0.0,16.24,19.3,14.3,464072.4,6509.66,3509.64,3.88,2.56,2.98,6.02,1.0,1.0,0.0,0.0,16.55,18.2,15.4,261150.11,3554.62,2791.47,25.22,19.48,26.33,28.07,3.0,1.0,1.0,3.01,17.75,19.1,16.2,1.0,0.0,24.999999999999996,0.0
2019-11-17,459881.79,6807.65,4045.17,0.0,0.0,0.0,0.0,1.0,1.0,4.05,1.0,16.72,19.7,14.0,372986.44,7504.01,3097.5,4.85,8.71,5.46,7.02,0.0,0.0,0.0,0.0,15.98,18.8,13.7,268353.29,3224.69,3014.23,5.82,12.82,5.96,7.02,2.0,4.91,3.0,4.5,16.63,19.7,14.5,314849.53,4021.05,3203.31,0.0,0.0,0.0,0.0,2.86,8.0,4.34,5.78,16.19,19.3,13.5,1.0,0.0,62.99999999999999,0.0
2019-11-25,202635.9,2446.76,2248.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.13,23.9,16.6,218673.8,2635.23,2409.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.34,23.9,15.0,239563.02,2932.16,2616.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.56,21.1,14.6,277024.2,3442.75,2891.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.43,21.9,13.7,0.0,0.0,131.99999999999997,0.0
2019-12-01,181579.27,2771.68,1692.48,5.06,0.0,0.0,0.0,0.5,0.0,0.0,0.0,21.72,26.2,17.4,150551.35,1799.73,1707.58,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,21.59,25.7,18.1,156251.04,1878.61,1737.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.78,24.2,17.7,167165.92,2008.76,1831.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,24.5,16.6,0.0,0.0,119.99999999999997,0.0
2019-12-09,154970.41,2337.32,1461.31,10.62,29.72,28.81,29.01,0.5,0.5,0.0,0.5,18.95,20.2,17.3,133163.85,1618.16,1461.31,0.0,0.0,0.0,0.0,3.5,10.85,8.28,8.88,20.03,23.4,16.6,143875.42,1753.31,1574.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.64,24.2,15.9,164697.85,2230.6,1707.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.66,21.1,16.8,1.0,0.0,213.00000000000009,0.0
2019-12-12,140921.1,1784.18,1489.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.84,25.4,15.0,178163.42,2540.05,1737.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.13,24.0,14.9,210918.49,3014.23,2143.76,0.51,0.51,0.0,0.43,0.0,0.0,0.0,0.0,18.9,23.0,15.9,154970.41,2337.32,1461.31,10.62,29.72,28.81,29.01,0.5,0.5,0.0,0.5,18.95,20.2,17.3,1.0,0.0,69.00000000000001,0.0
2019-12-15,116537.05,1393.05,1310.17,6.58,1.02,0.0,0.0,2.4,0.0,0.0,0.0,20.35,23.8,18.0,119046.74,1433.78,1331.54,0.51,0.0,0.0,0.0,1.0,0.5,0.0,0.0,21.37,26.0,18.0,125598.14,1517.28,1379.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.14,26.4,16.4,140921.1,1784.18,1489.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.84,25.4,15.0,1.0,0.0,156.0,0.0
2019-12-23,367059.88,5516.84,3267.7,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,17.47,21.4,13.5,736576.85,16877.36,5488.47,0.0,2.56,5.15,1.73,0.0,0.0,0.0,0.0,16.49,19.6,13.4,335261.13,17257.8,3224.69,31.84,12.82,14.72,12.99,6.53,2.5,5.07,1.84,16.89,19.2,15.4,465289.11,7027.6,2732.31,1.04,0.0,0.0,0.0,6.19,4.16,5.5,5.0,16.18,18.1,14.3,0.0,0.0,97.0,0.0
2019-12-29,136176.7,1662.53,1475.19,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.55,23.6,16.7,149000.68,1799.73,1603.52,2.02,0.0,0.0,0.0,6.0,0.0,0.0,0.0,20.23,24.1,18.1,159054.71,1943.08,1722.75,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.08,24.3,16.7,175761.86,2126.62,1910.69,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,19.87,23.6,16.6,0.0,0.0,135.00000000000003,0.0
2020-01-06,94082.34,1132.35,1060.99,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,96179.29,1163.26,1060.99,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,103008.29,1257.18,1122.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,109392.55,1320.84,1204.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,213.00000000000009,0.0
2020-01-12,87309.79,1060.99,960.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.85,25.0,15.7,90961.06,1091.45,1010.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.07,23.6,15.5,93468.31,1111.86,1040.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.56,21.3,16.1,96900.64,1173.6,1071.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,23.2,15.1,0.0,0.0,108.99999999999997,0.0
2020-01-20,91974.46,1111.86,1030.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.12,26.1,17.4,95677.37,1152.93,1060.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,22.2,15.1,104667.34,1299.53,1111.86,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,19.28,24.5,15.6,125964.33,1647.66,1288.9,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,18.39,21.3,15.6,0.0,0.0,10.000000000000002,0.0
2020-01-26,78971.47,960.8,852.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.42,28.4,19.7,83563.63,1010.65,911.45,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,23.39,28.2,20.4,87791.12,1040.79,970.73,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,21.48,25.3,18.2,92241.73,1101.64,1030.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.05,22.8,19.8,0.0,0.0,119.99999999999997,0.0
2020-01-30,74700.55,921.28,804.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,22.04,24.6,20.4,70805.03,901.64,785.31,0.49,1.05,1.02,0.88,0.0,0.0,0.0,0.5,21.53,22.7,20.0,71064.58,872.31,785.31,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,22.73,26.1,20.6,74086.9,901.64,804.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,29.1,19.9,0.0,0.0,249.9999999999999,0.0
2020-02-03,59270.16,794.91,643.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.33,26.2,19.5,63143.21,785.31,671.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.25,26.8,19.0,67823.22,833.46,737.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.25,25.9,18.0,72922.05,911.45,785.31,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,21.99,26.5,19.3,0.0,0.0,131.99999999999997,0.0
2020-02-09,54859.75,680.92,597.0,0.0,1.05,0.0,4.82,0.0,1.0,0.5,0.0,19.91,23.2,17.9,58154.9,718.64,615.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,21.27,26.5,17.5,61405.99,775.74,643.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.83,25.3,17.4,56969.99,728.11,615.54,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.21,24.8,18.8,0.0,0.0,158.00000000000003,0.0
2020-02-17,41175.04,514.37,441.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.32,27.4,20.1,40743.52,505.27,441.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.98,28.1,19.1,42948.77,532.63,459.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,27.7,18.4,43550.05,541.78,478.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.16,25.7,19.6,0.0,0.0,131.99999999999997,0.0
2020-02-20,50814.5,643.46,532.63,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.88,25.7,19.8,45427.04,560.12,496.18,0.99,1.05,4.07,1.32,0.5,0.0,0.0,0.0,21.65,23.2,20.2,41897.07,523.49,450.95,0.0,0.0,0.0,0.0,0.5,0.5,3.5,1.5,21.73,22.6,20.7,41175.04,514.37,441.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.32,27.4,20.1,0.0,0.0,549.9999999999998,1.0
2020-02-23,48146.08,699.75,459.97,21.2,9.45,14.75,6.58,1.0,1.0,1.0,1.5,20.44,21.4,19.0,45186.09,578.53,441.95,0.0,0.0,0.0,0.0,6.0,2.0,6.5,2.0,21.27,25.3,17.6,50618.01,643.46,532.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.84,26.9,18.1,50814.5,643.46,532.63,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.88,25.7,19.8,0.0,0.0,776.0000000000002,1.0
2020-03-02,48591.5,597.0,532.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.4,15.6,47153.57,597.0,505.27,1.48,1.58,2.04,0.0,0.0,0.0,0.0,0.0,20.17,23.2,18.4,47588.97,597.0,505.27,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,21.43,26.3,17.9,51725.8,643.46,550.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.56,26.2,18.3,0.0,0.0,457.00000000000017,0.0
2020-03-08,87117.14,1081.28,931.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.59,23.5,14.7,96875.95,1225.67,1030.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.26,22.5,15.2,93857.14,1342.26,794.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.36,22.2,15.6,53166.95,794.91,487.1,9.86,2.63,2.03,2.63,0.0,0.0,0.0,0.0,20.52,21.8,17.5,0.0,0.0,228.00000000000006,0.0
2020-03-16,63569.94,785.31,680.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.66,23.2,15.0,72363.33,931.13,747.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.39,23.0,14.7,90877.23,1194.36,931.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.58,22.2,13.6,125254.4,1677.47,1194.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.84,20.1,14.3,0.0,0.0,322.99999999999994,0.0
2020-03-22,56921.16,699.75,624.83,0.0,0.0,0.0,0.0,6.0,0.5,3.0,0.0,17.48,20.9,15.0,56800.72,690.32,634.14,0.49,0.52,0.0,0.0,0.0,0.0,0.0,0.0,16.16,18.0,14.9,55375.05,680.92,587.76,0.49,0.0,0.0,0.0,0.5,0.5,0.0,0.0,16.11,17.6,15.0,53131.11,652.8,578.53,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,16.29,20.5,13.6,0.0,0.0,384.0,0.0
2020-05-21,171747.62,2058.82,1926.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,10.0,7.1,189636.25,2502.51,1975.77,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.18,11.4,9.2,240377.9,3034.93,2502.51,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,10.49,11.9,9.1,151092.0,2871.41,1560.06,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.04,13.7,11.0,0.0,0.0,48.00000000000001,0.0
2020-06-18,307932.17,3865.53,3304.1,0.39,0.0,0.0,0.0,2.5,2.5,3.5,2.5,9.96,11.2,9.0,361186.77,4561.91,3812.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,9.04,10.0,8.3,437722.45,5706.54,4503.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.17,9.9,6.8,588123.08,8386.53,5673.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.78,7.8,5.6,0.0,0.0,24.999999999999996,0.0
2020-07-23,795842.72,10317.95,7583.14,3.15,4.13,1.48,1.5,3.0,1.5,0.0,0.0,8.5,9.3,7.8,670441.04,8211.3,7429.27,10.48,12.4,18.3,12.5,2.0,3.5,1.5,1.5,8.61,8.8,8.2,820474.62,11805.6,8084.05,0.0,0.0,0.0,0.0,5.0,5.5,5.5,5.0,7.85,8.9,6.6,1600271.35,26593.03,11684.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.65,9.4,7.8,0.0,1.0,34.00000000000001,0.0
2020-08-20,244237.2,2937.34,2744.23,0.9,2.18,3.54,5.14,2.0,0.5,0.5,0.5,8.4,9.1,7.5,252524.32,3025.84,2829.03,0.0,0.0,0.0,0.0,0.5,1.5,2.5,2.0,7.6,9.7,5.4,269049.15,3230.98,2981.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.03,9.4,4.8,287365.93,3493.02,3184.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.78,8.9,4.8,0.0,0.0,79.99999999999997,0.0
2020-09-17,972519.64,15137.09,8211.3,3.14,0.0,0.0,0.0,0.5,0.0,0.0,0.0,10.2,11.4,8.8,587051.83,8565.44,6243.96,9.44,7.09,3.04,6.17,1.5,0.0,0.0,0.0,11.61,13.5,10.4,555110.5,7246.3,5544.35,5.39,0.55,0.51,0.0,3.0,2.5,1.5,2.5,11.14,13.2,9.5,504825.68,6215.36,5489.75,0.45,0.55,1.01,0.51,1.5,0.5,0.5,0.0,10.15,11.6,9.0,0.0,0.0,48.00000000000001,0.0
2020-10-15,701980.77,12714.13,6358.83,14.83,0.54,0.0,0.0,1.5,0.0,0.0,0.0,12.87,14.1,11.8,665904.15,14186.4,4954.93,20.22,13.9,8.74,14.86,5.0,0.5,0.0,0.0,14.16,16.6,12.5,402115.14,5007.5,4465.64,7.19,14.97,17.02,14.86,8.5,3.5,2.5,4.5,13.06,13.8,12.3,413359.08,4981.19,4567.13,0.0,0.0,0.0,0.0,1.5,1.5,4.5,3.0,13.74,16.1,11.5,0.0,0.0,129.99999999999997,0.0
2020-11-01,713029.19,10204.91,7185.71,1.85,5.35,8.74,10.07,2.0,0.0,0.0,0.0,15.65,17.3,14.2,1304621.6,22506.8,9980.75,0.46,0.0,0.0,1.92,0.0,4.5,5.5,3.5,14.45,16.2,12.4,710790.0,11684.39,7552.26,19.86,5.35,1.38,1.44,0.5,0.0,0.0,2.0,14.62,15.7,13.8,660016.04,9074.54,4746.68,11.09,7.49,5.98,3.84,2.5,1.5,0.5,0.5,13.88,15.1,12.5,0.0,0.0,245.99999999999991,0.0
2020-11-09,496168.84,6272.6,5462.53,5.54,1.55,1.01,1.92,4.5,2.0,2.0,3.5,16.61,18.1,14.4,574106.22,7645.04,5033.86,0.46,2.06,0.0,1.44,3.5,0.5,0.5,1.0,16.93,18.6,15.4,401675.26,5033.86,4339.92,16.16,3.09,2.03,2.4,0.5,1.5,0.0,1.0,16.38,17.5,15.5,378601.01,4516.28,4215.47,5.54,6.18,6.58,5.75,3.5,1.0,1.0,1.0,17.52,18.8,16.4,0.0,0.0,399.0000000000001,0.0
2020-11-12,2146882.96,29869.78,20417.8,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.93,12.6,11.1,3325911.45,66371.34,21230.06,8.31,4.12,2.53,5.27,1.5,0.0,0.0,0.0,11.28,13.1,9.4,741792.11,23879.45,5599.15,29.56,15.97,9.11,20.13,2.5,1.5,1.5,3.0,12.78,14.4,11.5,496168.84,6272.6,5462.53,5.54,1.55,1.01,1.92,4.5,2.0,2.0,3.5,16.61,18.1,14.4,0.0,1.0,380.00000000000006,0.0
2020-11-15,660460.98,8761.2,6649.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.14,16.9,13.8,843405.28,11523.79,8275.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,15.7,14.0,1318926.84,21504.39,10815.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.73,16.7,11.1,2146882.96,29869.78,20417.8,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.93,12.6,11.1,0.0,2.0,83.99999999999999,0.0
2020-11-23,337063.46,4043.38,3777.96,1.85,1.55,5.06,1.05,0.0,0.0,0.0,0.5,15.75,17.6,14.1,364426.58,4592.62,3897.84,0.92,0.0,0.0,0.0,1.0,1.5,2.0,0.5,15.69,18.1,13.9,423826.42,5626.63,4166.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.81,17.8,11.8,564845.0,7645.04,5435.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.41,15.9,13.0,0.0,0.0,41.00000000000001,0.0
2020-11-29,628370.82,7957.6,6474.52,2.77,1.55,2.03,0.52,4.0,2.0,2.0,2.5,16.09,18.4,13.7,666402.52,8761.2,7005.18,10.16,6.18,1.52,3.66,4.5,1.5,1.5,0.5,17.0,19.3,15.3,729370.17,14186.4,6708.34,7.85,11.33,17.71,7.31,2.0,3.0,0.5,1.0,15.68,17.3,13.5,578306.59,15929.83,3115.99,21.7,39.65,44.54,40.74,2.5,3.5,6.0,2.0,14.91,16.1,14.0,0.0,0.0,242.99999999999994,0.0
2020-12-07,484976.55,6016.63,5193.09,2.31,0.0,0.0,0.0,0.5,0.0,0.0,0.0,16.91,19.9,14.0,465071.65,5737.05,5139.81,8.31,2.06,1.52,0.52,2.0,0.0,0.0,0.0,16.38,19.1,14.3,536159.97,7185.71,5599.15,0.0,0.0,0.0,0.0,6.5,1.0,1.0,0.5,16.18,18.5,14.3,608161.46,7738.28,6561.82,2.77,1.03,1.01,2.09,0.0,0.0,0.0,0.0,16.56,19.5,14.1,0.0,0.0,98.00000000000004,0.0
2020-12-10,1069764.26,14862.24,8339.37,14.32,22.67,35.94,24.03,3.0,5.0,6.0,5.5,17.91,19.3,16.5,521011.43,8933.7,4516.28,6.93,26.27,24.3,25.07,6.0,3.5,6.0,5.0,17.9,19.1,16.9,439637.65,5737.05,4643.77,0.92,0.0,0.0,0.0,2.0,11.5,11.5,9.0,17.4,19.3,15.4,484976.55,6016.63,5193.09,2.31,0.0,0.0,0.0,0.5,0.0,0.0,0.0,16.91,19.9,14.0,1.0,0.0,5200.000000000001,1.0
2020-12-13,781426.08,10660.94,7738.28,3.69,0.52,0.0,0.52,0.0,0.0,0.0,0.0,15.67,18.5,13.3,1236633.03,19938.19,10280.2,0.46,0.0,0.0,0.0,2.0,0.5,0.0,0.5,15.85,17.3,14.2,1641541.19,29237.48,11443.92,10.62,11.85,6.08,10.45,0.5,0.0,0.0,0.0,17.9,18.8,16.9,1069764.26,14862.24,8339.37,14.32,22.67,35.94,24.03,3.0,5.0,6.0,5.5,17.91,19.3,16.5,1.0,1.0,144.0,0.0
2020-12-21,278433.13,3420.32,3003.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.63,22.0,17.1,302931.52,3706.64,3301.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.86,22.5,17.7,324482.19,3994.66,3517.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.36,23.2,17.7,355731.35,4364.96,3849.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.22,23.5,17.5,0.0,0.0,97.0,0.0
